@relation estimate-W90-occupancy-blockMissing-F100-N15
@attribute temperature numeric
@attribute humidity numeric
@attribute light numeric
@attribute CO2 numeric
@attribute humidityRatio numeric
@attribute class {no,yes}

@data
22.081944439059637,29.388781560274253,573.3963383784567,738.041919197338,0.004829902363636467,no
22.11962120596864,29.426678024153265,622.9147727211245,749.101515157706,0.0048468607878789,no
22.15969696272603,29.465856053638255,675.1219696900039,760.7621212191335,0.004864715272727387,no
22.0,28.865,180.0,639.5,0.00472165,no
22.0,28.89,169.33333333,636.66666667,0.00472577,no
22.0,28.89,205.25,636.25,0.00472577,no
22.0,28.89,224.0,633.66666667,0.00472577,no
22.0,28.945,232.75,637.25,0.00473483,no
22.0,29.0,219.33333333,640.0,0.0047439,no
22.0,28.945,191.0,636.75,0.00473483,no
22.0,29.0,143.0,641.25,0.0047439,no
22.0,29.0,138.0,643.0,0.0047439,no
21.9175,29.025,116.0,637.75,0.004724,no
21.89,29.05,116.0,637.5,0.0047201,no
21.89,29.1,98.66666667,635.66666667,0.00472829,no
21.89,29.15,113.0,635.66666667,0.00473648,no
21.89,29.2,107.6,634.0,0.00474466,no
21.89,29.2,97.66666667,631.25,0.00474466,no
21.815,29.2225,78.75,630.5,0.00472648,no
21.79,29.2675,77.25,630.75,0.00472654,no
21.79,29.29,87.0,632.66666667,0.0047302,no
21.73,29.29,85.66666667,631.66666667,0.00471276,no
21.7,29.365,89.5,636.25,0.00471619,no
21.7,29.42666667,82.0,638.66666667,0.00472617,no
21.7,29.5,97.66666667,640.33333333,0.00473804,no
21.7,29.5,94.0,637.5,0.00473804,no
21.66666667,29.5,109.0,634.33333333,0.00472832,no
21.7,29.525,131.5,633.25,0.00474209,no
21.6,29.5,145.0,635.5,0.00470893,no
21.625,29.525,178.25,630.5,0.00472022,no
21.7,29.5,246.0,628.5,0.00473804,no
21.7,29.5,267.0,629.33333333,0.00473804,no
21.7,29.5,288.0,623.0,0.00473804,no
21.7,29.5,342.0,627.0,0.00473804,no
21.79,29.365,415.5,632.5,0.0047424,no
21.85666667,29.29,327.0,631.0,0.00474965,no
21.89,29.2675,245.0,632.25,0.00475571,no
21.89,29.2,278.0,634.66666667,0.00474466,no
21.9175,29.2,244.5,634.75,0.0047527,no
21.9175,29.2,234.5,639.0,0.0047527,no
21.96333333,29.2,268.0,628.0,0.00476611,no
21.9725,29.175,314.66666667,630.33333333,0.00476468,no
22.0,29.16666667,370.75,636.5,0.00477137,no
22.025,29.1,270.75,634.5,0.0047677,no
22.1,29.15,293.5,636.5,0.00479801,no
22.075,29.1,210.0,634.5,0.00478237,no
22.1,29.1,329.0,628.0,0.00478972,no
22.1,29.13333333,385.0,626.33333333,0.00479525,no
22.125,29.1,390.5,632.0,0.00479708,no
22.175,28.9975,351.75,624.5,0.00479475,no
22.2,28.92666667,419.0,628.33333333,0.00479029,no
22.2675,28.89,420.5,629.0,0.00480403,no
22.29,28.89,415.5,630.0,0.00481066,no
22.315,28.79,372.75,625.5,0.00480124,no
22.35666667,28.73,307.66666667,630.0,0.00480341,no
22.39,28.7,289.0,631.25,0.00480817,no
22.39,28.7,315.66666667,632.66666667,0.00480817,no
22.39,28.7,347.5,631.75,0.00480817,no
22.39,28.7,332.0,626.25,0.00480817,no
22.5,28.7,353.5,626.5,0.00484068,no
22.4725,28.7,328.25,631.5,0.00483253,no
22.5,28.7,330.75,631.0,0.00484068,no
22.5,28.66666667,350.0,629.33333333,0.00483501,no
22.5,28.6,323.0,633.5,0.00482368,no
22.53333333,28.6,340.0,636.66666667,0.00483354,no
22.575,28.6,356.75,637.25,0.00484588,no
22.6,28.6,359.33333333,628.0,0.0048533,no
22.6,28.5,355.0,628.25,0.0048362,no
22.625,28.525,300.25,631.5,0.00484788,no
22.7,28.6,303.5,626.0,0.00488308,no
22.63333333,28.53333333,247.33333333,624.0,0.00485178,no
22.65,28.55,185.75,626.5,0.00485959,no
22.6,28.5,208.0,629.5,0.0048362,no
22.6,28.5,197.0,626.33333333,0.0048362,no
22.6,28.6,214.0,626.0,0.0048533,no
22.6,28.6,205.0,632.0,0.0048533,no
22.6,28.7,242.5,633.0,0.0048704,no
22.6,28.7,274.5,628.0,0.0048704,no
22.6,28.7,257.5,626.0,0.0048704,no
22.6,28.65,239.25,627.25,0.00486185,no
22.6,28.7,222.66666667,629.33333333,0.0048704,no
22.6,28.66666667,234.0,630.0,0.0048647,no
22.6,28.7,214.25,630.0,0.0048704,no
22.6,28.7,217.0,626.33333333,0.0048704,no
22.6,28.7,181.5,624.4,0.0048704,no
22.6,28.7,170.0,630.5,0.0048704,no
22.6,28.7,199.0,632.33333333,0.0048704,no
22.575,28.745,229.5,630.75,0.00487064,no
22.60160818702635,28.73069590636841,208.03011695886,630.3999415192246,0.0048761165614034955,no
22.60516290710162,28.734260651436113,208.409273182594,630.7102004999666,0.00487778069172929,no
22.609300523803554,28.73711414867063,209.0881180217878,631.0379197981695,0.0048794962870813054,no
22.61402103713236,28.739256398071984,210.0666514764403,631.3830994138336,0.004881263347459506,no
22.61932444708801,28.740687399640038,211.3448735465521,631.7457393469608,0.004883081872863933,no
22.625210753670366,28.741407153374894,212.92278423212286,632.1258395975476,0.004884951863294536,no
22.631679956879545,28.741415659276562,214.80038353315234,632.5234001655982,0.004886873318751327,no
22.638732056715565,28.740712917344965,216.97767144964183,632.9384210511113,0.004888846239234359,no
22.64636705317833,28.739298927580165,219.4546479815899,633.3709022540855,0.004890870624743564,no
22.654584946267963,28.73717368998215,222.2313131289971,633.8208437745205,0.004892946475278975,no
22.66338573598435,28.734337204550904,225.30766689186393,634.2882456124175,0.004895073790840582,no
22.672769422327455,28.73078947128649,228.68370927018955,634.7731077677767,0.0048972525714284084,no
22.682736005297407,28.72653049018887,232.35944026397422,635.2754302405967,0.004899482817042425,no
22.69328548489415,28.721560261258002,236.33485987321862,635.7952130308815,0.004901764527682631,no
22.704417861117722,28.715878784493924,240.60996809792076,636.3324561386233,0.004904097703349043,no
22.7225,28.7,325.0,636.5,0.00490703,no
22.7225,28.675,271.0,638.0,0.00490272,no
22.7675,28.6,242.5,627.0,0.00490327,no
22.79,28.7,264.5,632.66666667,0.00492732,no
22.76,28.7,300.33333333,637.0,0.00491829,no
22.7675,28.65,274.0,639.0,0.00491191,no
22.76,28.63333333,294.66666667,637.0,0.00490678,no
22.79,28.6,319.0,632.5,0.00491001,no
22.79,28.6,284.0,628.0,0.00491001,no
22.82333333,28.63333333,286.0,628.0,0.0049258,no
22.84,28.65,289.25,633.5,0.00493372,no
22.82333333,28.6,310.0,635.33333333,0.00492002,no
22.89,28.6,310.0,632.5,0.0049401,no
22.89,28.6,302.5,632.0,0.0049401,no
22.89,28.6,313.33333333,630.33333333,0.0049401,no
22.89,28.575,335.0,631.0,0.00493575,no
22.945,28.575,324.5,634.75,0.00495235,no
23.0,28.5,322.0,637.0,0.00495585,no
23.0,28.5,274.25,633.75,0.00495585,no
23.0,28.5,283.66666667,632.0,0.00495585,no
23.0,28.5,304.5,632.5,0.00495585,no
23.0,28.5,266.0,632.66666667,0.00495585,no
23.02,28.52,269.25,631.0,0.00496541,no
23.0,28.5,316.25,632.25,0.00495585,no
23.0,28.5,327.25,634.75,0.00495585,no
23.03333333,28.56666667,341.33333333,633.0,0.00497765,no
23.1,28.55,357.75,630.0,0.00499499,no
23.1,28.5,329.0,627.0,0.00498617,no
23.1,28.5,333.25,629.0,0.00498617,no
23.13333333,28.5,336.33333333,630.66666667,0.00499631,no
23.175,28.5,316.5,629.75,0.00500902,no
23.2,28.5,345.0,627.0,0.00501665,no
23.2,28.39,273.0,630.5,0.00499714,no
23.2,28.39,366.5,629.75,0.00499714,no
23.2,28.39,303.0,631.66666667,0.00499714,no
23.245,28.445,243.5,633.5,0.00502064,no
23.29,28.5,150.0,633.5,0.00504423,no
23.2,28.4725,156.25,633.0,0.00501177,no
23.16666667,28.5,140.0,627.66666667,0.00500648,no
23.125,28.525,132.75,633.0,0.00499819,no
23.1,28.6,137.25,633.25,0.00500381,no
23.1,28.65,144.0,635.0,0.00501263,no
23.06666667,28.66666667,180.33333333,632.66666667,0.00500538,no
23.0,28.65,173.5,630.25,0.00498215,no
23.0,28.7,171.5,630.25,0.00499091,no
23.0,28.7225,196.5,635.5,0.00499485,no
22.9725,28.79,173.66666667,635.66666667,0.00499829,no
22.9725,28.79,134.8,632.75,0.00499829,no
22.89,28.79,103.5,637.0,0.00497318,no
22.89,28.865,97.0,640.0,0.00498624,no
22.89,29.0,97.0,640.5,0.00500975,no
22.89,29.0,106.0,641.75,0.00500975,no
22.85666667,29.03333333,94.0,642.0,0.00500535,no
22.79,29.0,94.0,644.25,0.00497924,no
22.79,29.05,94.0,641.0,0.00498789,no
22.79,29.1,92.25,645.0,0.00499654,no
22.76,29.16666667,93.0,639.33333333,0.00499891,no
22.73,29.2,87.0,636.0,0.0049955,no
22.7,29.2,78.5,636.0,0.00498634,no
22.7,29.29,70.0,636.0,0.00500183,no
22.675,29.2675,78.5,643.75,0.00499032,no
22.625,29.2675,87.0,649.0,0.00497508,no
22.6,29.29,105.0,645.0,0.00497132,no
22.6,29.365,92.25,641.75,0.00498416,no
22.6,29.39,102.0,647.0,0.00498843,no
22.6,29.39,95.6,646.0,0.00498843,no
22.575,29.4175,97.75,644.0,0.0049855,no
22.525,29.5,95.33333333,649.66666667,0.00498432,no
22.5,29.525,87.6,652.5,0.00498094,no
22.5,29.6,94.0,642.0,0.0049937,no
22.5,29.6,94.0,643.0,0.0049937,no
22.5,29.625,95.5,654.5,0.00499795,no
22.4725,29.675,100.0,653.75,0.00499802,no
22.445,29.65,107.0,653.5,0.00498537,no
22.4175,29.65,118.0,656.5,0.00497698,no
22.42666667,29.73,131.0,652.0,0.00499332,no
22.39,29.7,131.5,658.75,0.00497704,no
22.39,29.7,107.5,656.75,0.00497704,no
22.39,29.7,92.0,655.0,0.00497704,no
22.39,29.7,95.5,652.5,0.00497704,no
22.39,29.79,106.5,655.5,0.00499224,no
22.39,29.79,90.5,656.0,0.00499224,no
22.39,29.79,92.25,659.5,0.00499224,no
22.39,29.79,91.33333333,656.66666667,0.00499224,no
22.34,29.89,78.5,656.75,0.0049938,no
22.360208128132957,29.846782019945877,90.23495894846275,658.8461001645959,0.004992610049261068,no
22.357631058345554,29.8585594446629,88.04341596414754,659.3156086131178,0.004993768492610852,no
22.35579936867408,29.869494572719656,85.68266943356188,659.7703197008116,0.004995007168758944,no
22.35471305911855,29.879587404116016,83.15271935670606,660.21023342768,0.0049963260777053965,no
22.354372129678822,29.888837938852213,80.4535657335803,660.6353497937195,0.004997725219450202,no
22.354776580355093,29.897246176928185,77.58520856418369,661.0456687989329,0.004999204593993348,no
22.35592641114717,29.9048121183438,74.54764784851733,661.4411904433169,0.005000764201334846,no
22.357821622055216,29.911535763099096,71.34088358658057,661.8219147268741,0.00500240404147469,no
22.360462213079145,29.91741711119423,67.96491577837328,662.1878416496038,0.005004124114412849,no
22.363848184218988,29.922456162628944,64.41974442389572,662.538971211504,0.005005924420149391,no
22.367979535474664,29.926652917403516,60.70536952314836,662.8753034125788,0.0050078049586842754,no
22.372856266846256,29.930007375517768,56.82179107613031,663.1968382528268,0.0050097657300175015,no
22.37847837833383,29.932519536971608,52.7690090828422,663.5035757322482,0.005011806734149076,no
22.38484586993734,29.934189401765327,48.547023543284055,663.7955158508377,0.005013927971079008,no
22.391958741656666,29.935016969898754,44.1558344574554,664.0726586086001,0.00501612944080729,no
22.2,30.0,57.0,656.0,0.00496946,no
22.2,30.075,57.0,655.5,0.00498198,no
22.15,30.1,57.0,653.0,0.00497087,no
22.15,30.125,74.0,654.25,0.00497503,no
22.1,30.2,74.0,660.0,0.00497222,no
22.1,30.2,74.0,661.66666667,0.00497222,no
22.1,30.29,72.66666667,662.66666667,0.00498716,no
22.1,30.29,67.5,661.5,0.00498716,no
22.1,30.29,81.0,659.33333333,0.00498716,no
22.1,30.29,85.75,658.0,0.00498716,no
22.1,30.29,87.0,660.66666667,0.00498716,no
22.1,30.34,91.75,660.75,0.00499546,no
22.1,30.34,77.25,662.5,0.00499546,no
22.05,30.34,99.0,662.0,0.00498013,no
22.075,30.365,81.0,665.5,0.00499193,no
22.03333333,30.32333333,83.33333333,663.66666667,0.00497228,no
22.05,30.34,77.25,662.0,0.00498013,no
22.0,30.29,87.0,659.66666667,0.0049566,no
22.05,30.365,87.0,661.5,0.00498427,no
22.0,30.34,96.0,658.25,0.00496485,no
22.0,30.34,87.0,666.0,0.00496485,no
22.03333333,30.39,87.0,667.0,0.0049833,no
22.0,30.39,87.0,668.75,0.00497309,no
22.0,30.39,87.0,667.0,0.00497309,no
22.0,30.39,89.33333333,670.33333333,0.00497309,no
22.0,30.39,101.25,664.75,0.00497309,no
22.0,30.39,110.0,663.66666667,0.00497309,no
22.0,30.4175,97.75,665.0,0.00497763,no
22.0,30.4725,94.0,668.0,0.0049867,no
22.0,30.5,91.4,666.25,0.00499124,no
22.0,30.46333333,121.33333333,675.0,0.00498519,no
22.0,30.4725,131.25,678.0,0.0049867,no
22.0,30.39,129.5,683.0,0.00497309,no
22.025,30.445,103.0,680.5,0.00498983,no
22.0,30.42666667,89.33333333,686.66666667,0.00497914,no
22.0,30.5,79.75,692.0,0.00499124,no
22.0,30.5,81.0,690.66666667,0.00499124,no
22.0,30.5,75.25,682.25,0.00499124,no
22.0,30.5,74.0,683.5,0.00499124,no
22.0,30.5,80.0,688.0,0.00499124,no
22.0,30.5,65.5,682.5,0.00499124,no
21.9725,30.5,75.5,676.75,0.00498281,no
21.96333333,30.5,59.66666667,670.33333333,0.00498,no
21.9175,30.6,62.0,677.25,0.00498239,no
21.89,30.6,62.0,674.0,0.00497397,no
21.89,30.6,59.0,678.75,0.00497397,no
21.89,30.6,65.66666667,678.0,0.00497397,no
21.89,30.7,62.0,674.0,0.00499035,no
21.89,30.66666667,64.0,680.66666667,0.00498489,no
21.89,30.7,45.5,681.25,0.00499035,no
21.89,30.7,44.0,685.5,0.00499035,no
21.89,30.7,42.25,685.25,0.00499035,no
21.89,30.7,51.33333333,682.66666667,0.00499035,no
21.89,30.7,45.33333333,685.0,0.00499035,no
21.79,30.7,55.0,686.5,0.00495972,no
21.79,30.7,57.33333333,679.33333333,0.00495972,no
21.79,30.7675,56.0,678.25,0.00497072,no
21.79,30.745,40.5,677.0,0.00496705,no
21.79,30.79,62.0,663.5,0.00497438,no
21.76,30.79,60.33333333,664.0,0.0049652,no
21.79,30.865,82.0,660.25,0.00498659,no
21.73,30.89,80.33333333,660.0,0.00497226,no
21.7675,30.89,64.25,649.75,0.00498376,no
21.79,30.89,85.75,651.5,0.00499067,no
21.745,30.89,87.0,653.0,0.00497685,no
21.745,30.89,74.0,648.0,0.00497685,no
21.79,30.89,73.0,649.33333333,0.00499067,no
21.73,30.89,62.0,652.66666667,0.00497226,no
21.7,30.89,74.0,652.75,0.00496307,no
21.7,30.89,57.0,659.25,0.00496307,no
21.79,30.89,59.5,661.0,0.00499067,no
21.7,30.89,73.0,656.8,0.00496307,no
21.7,30.92666667,80.0,657.0,0.00496901,no
21.7,30.945,77.5,660.25,0.00497198,no
21.73,30.92666667,60.66666667,655.66666667,0.0049782,no
21.7,30.945,71.25,658.0,0.00497198,no
21.7,30.96333333,82.33333333,654.0,0.00497495,no
21.7,30.9725,77.5,654.0,0.00497643,no
21.7,31.0,63.0,655.66666667,0.00498089,no
21.7,30.89,63.0,654.0,0.00496307,no
21.7,31.0,77.5,651.25,0.00498089,no
21.7,31.0,70.0,659.0,0.00498089,no
21.7,31.0,68.5,655.0,0.00498089,no
21.7,31.0,74.0,659.0,0.00498089,no
21.7,31.0,64.25,656.75,0.00498089,no
21.69865865384624,30.998498819222657,69.98615890752632,657.2775927806983,0.004980197741902846,no
21.699556402439143,31.00122972834161,69.60187103035008,657.9400969774553,0.004980905288560292,no
21.70076924752094,31.003619411506456,69.17376964426576,658.6736551576732,0.0049816533185437755,no
21.70229718909161,31.00566786871748,68.70185474927322,659.4782673213506,0.004982441831853326,no
21.704140227151104,31.00737509997455,68.1861263453724,660.3539334684901,0.004983270828488898,no
21.706298361699474,31.008741105277576,67.62658443256372,661.300653599089,0.004984140308450524,no
21.708771592736746,31.009765884626695,67.02322901084662,662.3184277131476,0.004985050271738188,no
21.711559920262953,31.010449438021748,66.37606008022152,663.4072558106656,0.004986000718351897,no
21.71466334427796,31.010791765462965,65.68507764068826,664.5671378916477,0.004986991648291647,no
21.718081864781873,31.01079286695023,64.95028169224678,665.7980739560862,0.004988023061557459,no
21.72181548177462,31.010452742483473,64.1716722348971,667.1000640039878,0.004989094958149309,no
21.725864195256314,31.009771392062845,63.34924926863926,668.4731080353465,0.004990207338067205,no
21.73022800522685,31.008748815688087,62.483012793473435,669.9172060501667,0.004991360201311149,no
21.73490691168631,31.007385013359645,61.57296280939929,671.4323580484482,0.004992553547881118,no
21.739900914634557,31.005679985077123,60.61909931641692,673.0185640301858,0.004993787377777152,no
21.7,31.2,50.0,658.75,0.00501328,no
21.65,31.15,50.0,654.0,0.00498978,no
21.66666667,31.16666667,50.0,660.0,0.0049976,no
21.625,31.125,48.5,654.75,0.00497806,no
21.625,31.15,47.0,649.5,0.00498209,no
21.6,31.2,62.0,656.33333333,0.00498247,no
21.6,31.2,42.25,660.0,0.00498247,no
21.65,31.2,55.0,662.5,0.00499785,no
21.6,31.2,40.5,663.0,0.00498247,no
21.6,31.2,45.33333333,666.0,0.00498247,no
21.6,31.245,40.5,663.0,0.00498971,no
21.6,31.29,46.0,660.0,0.00499696,no
21.56666667,31.29,23.0,661.33333333,0.00498669,no
21.55,31.29,43.75,670.0,0.00498157,no
21.525,31.29,19.0,669.75,0.00497389,no
21.525,31.34,40.75,659.5,0.0049819,no
21.5,31.39,39.5,660.5,0.00498222,no
21.5,31.39,25.0,662.33333333,0.00498222,no
21.5,31.39,28.75,663.5,0.00498222,no
21.5,31.5,31.0,663.0,0.00499982,no
21.5,31.5,48.0,662.0,0.00499982,no
21.5,31.5,48.0,658.0,0.00499982,no
21.5,31.5,40.75,661.5,0.00499982,no
21.445,31.445,48.0,658.5,0.0049741,no
21.4175,31.4725,33.5,657.5,0.00497004,no
21.4175,31.525,48.0,663.0,0.00497839,no
21.445,31.55,48.0,661.0,0.00499084,no
21.39,31.525,40.75,657.75,0.00496995,no
21.39,31.55,33.5,661.5,0.00497392,no
21.39,31.6,48.0,667.0,0.00498186,no
21.39,31.6,31.0,669.0,0.00498186,no
21.365,31.6,31.0,662.5,0.00497418,no
21.365,31.6,22.0,657.25,0.00497418,no
21.315,31.6,22.0,662.33333333,0.00495883,no
21.29,31.66666667,28.75,663.75,0.0049617,no
21.29,31.7,31.0,664.25,0.00496697,no
21.34,31.65,31.0,661.5,0.00497442,no
21.29,31.745,31.0,664.5,0.00497407,no
21.29,31.7,31.0,666.33333333,0.00496697,no
21.29,31.7,31.0,665.66666667,0.00496697,no
21.29,31.7675,31.0,659.0,0.00497763,no
21.29,31.7675,31.0,662.75,0.00497763,no
21.29,31.79,31.0,661.66666667,0.00498118,no
21.29,31.79,31.0,663.5,0.00498118,no
21.2675,31.7675,31.0,663.75,0.00497071,no
21.245,31.79,31.0,664.0,0.00496734,no
21.245,31.815,19.75,669.25,0.00497128,no
21.2,31.79,26.5,668.5,0.00495353,no
21.2,31.79,40.0,670.33333333,0.00495353,no
21.2,31.79,40.0,672.0,0.00495353,no
21.2,31.79,34.66666667,665.0,0.00495353,no
21.175,31.79,26.5,662.0,0.00494588,no
21.175,31.865,32.0,673.25,0.00495764,no
21.13333333,31.89,24.0,670.0,0.00494878,no
21.125,31.89,24.0,670.75,0.00494623,no
21.1,31.89,32.0,669.0,0.00493858,no
21.15,31.89,26.5,667.0,0.00495389,no
21.125,31.89,13.0,665.5,0.00494623,no
21.1,31.89,26.5,668.75,0.00493858,no
21.1,31.89,31.0,670.0,0.00493858,no
21.1,31.89,26.5,671.25,0.00493858,no
21.1,31.89,36.0,662.25,0.00493858,no
21.1,31.89,40.0,667.0,0.00493858,no
21.1,31.89,26.5,662.5,0.00493858,no
21.06666667,31.92666667,31.0,668.66666667,0.00493411,no
21.1,32.0,26.5,674.25,0.00495575,no
21.0,31.89,31.0,673.66666667,0.00490809,no
21.05,31.945,26.5,668.5,0.00493187,no
21.03333333,31.92666667,31.0,667.33333333,0.00492394,no
21.0,31.89,26.5,675.75,0.00490809,no
21.0,31.89,31.0,674.0,0.00490809,no
21.0,31.9175,26.5,670.0,0.00491236,no
21.0,31.89,40.0,664.33333333,0.00490809,no
21.0,32.0,33.25,667.5,0.00492515,no
21.0,32.0,26.5,673.5,0.00492515,no
21.0,32.0,26.0,681.25,0.00492515,no
21.0,32.0,24.0,677.0,0.00492515,no
21.0,32.0225,24.0,672.0,0.00492865,no
20.92666667,32.06,24.0,678.0,0.00491209,no
20.96333333,32.06,24.0,692.0,0.00492326,no
20.945,32.09,24.0,690.0,0.00492231,no
20.92666667,32.09,24.0,685.0,0.00491672,no
20.89,32.09,24.0,683.0,0.00490556,no
20.89,32.09,24.0,684.0,0.00490556,no
20.89,32.09,24.0,684.5,0.00490556,no
20.89512346985616,32.09252023805919,23.97448979580711,685.875824829781,0.004907490811224477,no
20.88727769158517,32.10126055415746,23.656826730566205,686.8858258301718,0.004906450592617044,no
20.879464626400765,32.11004493018602,23.331671437664482,687.9193318094791,0.004905427073589415,no
20.871684274302876,32.11887336614509,22.999023917102004,688.9763427677009,0.004904420254141647,no
20.863936635291417,32.127745862034566,22.658884168878814,690.056858704838,0.004903430134273703,no
20.85622170936652,32.136662417854495,22.311252192995003,691.1608796208881,0.004902456713985583,no
20.84853949652809,32.145623033604814,21.95612798945026,692.2884055158514,0.004901499993277301,no
20.84088999677618,32.15462770928545,21.593511558244785,693.4394363897335,0.004900559972148855,no
20.833273210110747,32.16367644489658,21.223402899378584,694.6139722425273,0.004899636650600234,no
20.825689136531835,32.17276924043811,20.845802012851635,695.8120130742359,0.004898730028631457,no
20.818137776039393,32.18190609591016,20.46070889866406,697.0335588848579,0.00489784010624248,no
20.81061912863343,32.19108701131253,20.06812355681555,698.2786096743979,0.004896966883433354,no
20.80313319431408,32.200311986645346,19.6680459873065,699.547165442849,0.004896110360204061,no
20.79567997308116,32.209581021908605,19.260476190136508,700.839226190216,0.004895270536554601,no
20.78825946493477,32.218894117102266,18.845414165305883,702.1547919164976,0.004894447412484964,no
20.79,32.1175,6.0,678.5,0.00487943,no
20.79,32.145,6.0,683.33333333,0.00488364,no
20.79,32.2,13.33333333,687.0,0.00489207,no
20.745,32.2,17.0,682.0,0.00487842,no
20.73,32.2,20.66666667,680.33333333,0.00487388,no
20.7225,32.2225,17.0,679.75,0.00487504,no
20.7,32.2,20.66666667,678.66666667,0.00486481,no
20.7,32.26,11.33333333,674.0,0.00487395,no
20.7,32.2225,14.0,678.5,0.00486824,no
20.7225,32.2675,14.0,675.75,0.00488191,no
20.7,32.29,14.0,679.5,0.00487852,no
20.7,32.29,14.0,682.66666667,0.00487852,no
20.7,32.29,14.0,686.25,0.00487852,no
20.65,32.29,14.0,685.0,0.00486339,no
20.7,32.3175,14.0,669.25,0.0048827,no
20.7,32.4,14.0,670.5,0.00489527,no
20.7,32.3725,14.0,675.5,0.00489108,no
20.65,32.345,14.0,681.0,0.00487174,no
20.65,32.3725,14.0,680.0,0.00487591,no
20.6,32.3175,14.0,682.33333333,0.00485247,no
20.625,32.425,14.0,670.0,0.0048763,no
20.6,32.4,14.0,671.0,0.00486495,no
20.6,32.4,14.0,673.0,0.00486495,no
20.6,32.45,14.0,677.0,0.00487252,no
20.6,32.43333333,14.0,680.0,0.00487,no
20.6,32.4,14.0,681.0,0.00486495,no
20.6,32.5,14.0,680.5,0.00488009,no
20.6,32.45,14.0,673.5,0.00487252,no
20.56666667,32.5,14.0,673.0,0.00486999,no
20.6,32.5,14.0,672.25,0.00488009,no
20.5,32.5,14.0,668.0,0.00484984,no
20.525,32.5,14.0,674.75,0.00485739,no
20.55,32.5,14.0,671.0,0.00486494,no
20.55,32.5,14.0,669.25,0.00486494,no
20.5,32.5,14.0,668.625,0.00484984,no
20.55,32.59,14.0,668.0,0.00487852,no
20.5,32.59,0.0,673.5,0.00486338,no
20.5,32.545,7.0,675.5,0.00485661,no
20.5,32.5,0.0,677.0,0.00484984,no
20.5,32.59,0.0,676.0,0.00486338,no
20.5,32.645,0.0,676.0,0.00487165,no
20.5,32.645,0.0,676.0,0.00487165,no
20.5,32.645,0.0,680.5,0.00487165,no
20.5,32.7,0.0,679.33333333,0.00487992,no
20.5,32.7,0.0,680.0,0.00487992,no
20.5,32.59,0.0,678.5,0.00486338,no
20.5,32.7,0.0,670.5,0.00487992,no
20.5,32.7,0.0,668.0,0.00487992,no
20.5,32.645,0.0,669.5,0.00487165,no
20.5,32.7,0.0,674.0,0.00487992,no
20.5,32.7,0.0,676.0,0.00487992,no
20.5,32.7,0.0,675.5,0.00487992,no
20.5,32.7,0.0,674.0,0.00487992,no
20.5,32.7,0.0,673.0,0.00487992,no
20.5,32.7,0.0,668.0,0.00487992,no
20.5,32.7,0.0,667.5,0.00487992,no
20.5,32.7,0.0,679.66666667,0.00487992,no
20.5,32.7,0.0,674.5,0.00487992,no
20.5,32.79,0.0,671.5,0.00489346,no
20.5,32.79,0.0,669.0,0.00489346,no
20.5,32.79,0.0,671.0,0.00489346,no
20.5,32.79,0.0,679.0,0.00489346,no
20.5,32.79,0.0,676.0,0.00489346,no
20.5,32.79,0.0,678.5,0.00489346,no
20.5,32.79,0.0,680.66666667,0.00489346,no
20.5,32.79,0.0,685.0,0.00489346,no
20.5,32.79,0.0,680.0,0.00489346,no
20.5,32.79,0.0,672.0,0.00489346,no
20.5,32.79,0.0,671.0,0.00489346,no
20.5,32.79,0.0,674.0,0.00489346,no
20.5,32.79,0.0,675.5,0.00489346,no
20.5,32.79,0.0,674.5,0.00489346,no
20.5,32.79,0.0,678.0,0.00489346,no
20.5,32.79,0.0,677.0,0.00489346,no
20.5,32.79,0.0,671.0,0.00489346,no
20.5,32.79,0.0,669.0,0.00489346,no
20.5,32.79,0.0,666.5,0.00489346,no
20.5,32.79,0.0,673.66666667,0.00489346,no
20.5,32.79,0.0,675.0,0.00489346,no
20.5,32.79,0.0,674.0,0.00489346,no
20.5,32.79,0.0,675.0,0.00489346,no
20.5,32.79,0.0,675.0,0.00489346,no
20.5,32.79,0.0,668.0,0.00489346,no
20.5,32.79,0.0,657.0,0.00489346,no
20.5,32.79,0.0,651.66666667,0.00489346,no
20.518236168034832,32.78465619520753,3.070222092343659,667.4312280837935,0.004898165697253059,no
20.520826175490605,32.78196816884003,3.541230322599194,666.9736844813596,0.004898543920322692,no
20.523529541228537,32.77899633866601,4.034415489285898,666.5036526854411,0.004898913705697508,no
20.526346265248648,32.775740704685305,4.549777592403785,666.0211326960446,0.004899275053377496,no
20.529276347550987,32.7722012668981,5.087316631952838,665.5261245131644,0.0048996279633626875,no
20.532319788135418,32.768378025304344,5.647032607933067,665.018628136804,0.00489997243565306,no
20.535476587002087,32.764270979904005,6.228925520344514,664.4986435669613,0.004900308470248632,no
20.538746744150988,32.759880130697084,6.832995369187046,663.9661708036377,0.004900636067149389,no
20.54213025958202,32.755205477683496,7.459242154460792,663.4212098468332,0.004900955226355349,no
20.545627133295216,32.750247020863476,8.107665876165726,662.8637606965457,0.004901265947866474,no
20.549237365290562,32.74500476023677,8.77826653430181,662.2938233527774,0.004901568231682794,no
20.5529609555681,32.73947869580354,9.471044128869092,661.7113978155261,0.004901862077804309,no
20.55679790412786,32.73366882756356,10.185998659867554,661.1164840847955,0.004902147486231008,no
20.560748210969766,32.727575155517215,10.923130127297195,660.5090821605804,0.004902424456962884,no
